City,Org_Name,Online_Web,Online_FB,Online_Twitter,Share_Land,Share_Plants,Share_Seeds,Share_Compost,Share_Kitchen,Share_Food,Share_Meals,Share_Knowledge,Share_Skills,How_Selling,How_Bartering,How_Gifting,How_Collecting,Type_ForProfit,Type_SocialEnterprise,Type_NonProfit,Type_Cooperative,Type_Association,Type_Informal
Adelaide,Adelaide Central Market Community Kitchen,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Adelaide,Adelaide Hills Produce Swap,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
Adelaide,Adelaide Kitchen Gardeners,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Adelaide,Adelaide Local Exchange Trading System,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Adelaide,Australian City Farms and Community Gardens Network,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Adelaide,Blackwood Urban Orchard,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
Adelaide,Brompton Bowden Food Swap,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
Adelaide,Community Fruit and Veg Swap West Croyden,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
Adelaide,Community Kitchens,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
Adelaide,Cookd,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Adelaide,Edible Cities,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Adelaide,Edible Garden on Campus,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Adelaide,Essential Edibles Urban Orchard,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Adelaide,Fair Food Adelaide,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Adelaide,Flinders Uni Food Coop,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Adelaide,Food Forest,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Adelaide,Food Not Bombs,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Adelaide,Foodbank South Australia,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Adelaide,Foraging Adelaide South Australia,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Adelaide,Freecycle,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Adelaide,Guerilla Gardening,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Adelaide,Hills and Plains Seed Savers,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Adelaide,Hills Harvest Exchange,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
Adelaide,Hutt Street Centre,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Adelaide,Inner North Food Alliance,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Adelaide,Jamestown Community Garden,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
Adelaide,Joe's Connected Garden,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0
Adelaide,Joinery,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
Adelaide,Meal Sharing,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Adelaide,Meals on Wheels,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Adelaide,Milang Community Garden,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
Adelaide,Neighbour Flavour,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Adelaide,Organic Corner Store Coop,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
Adelaide,OzHarvest,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Adelaide,Playford Food and Garden Swap and Share,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Adelaide,Port Adelaide Cottage Kitchen 'Food With Friends',1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Adelaide,Port Lincoln Food Swappers,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Adelaide,Ripe Near Me,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
Adelaide,Saint Vincent De Paul,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Adelaide,Secateurs Community Garden,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Adelaide,SecondBite,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Adelaide,Social Menu,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Adelaide,South Australian Seed Savers,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
Adelaide,Southern Adelaide Organic and Ethical Food coop,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
Adelaide,St Bede’s Community Garden,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Adelaide,Stephanie Alexander Kitchen Garden program,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
Adelaide,Street Smart,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Adelaide,Suspended Coffees,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Adelaide,Test Kitchen Sa,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Adelaide,Transition Adelaide West Henley Community Garden and Food Swap and Permablitz,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
Adelaide,Transition Gawler Garden and Produce Share,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
Adelaide,Trashwiki,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Adelaide,Urban Orchard Clarence Park,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Adelaide,VizEat,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Adelaide,Wagtail Urban Farm,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
Adelaide,Waite Community Garden,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Adelaide,Wandana Community Garden,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
Adelaide,Welcome Dinner Project,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
Adelaide,Westside Fruit and Veg Swap,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
Adelaide,Wild Food,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Adelaide,Zambrero Restaurant,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Amsterdam,Acta Tuin,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
Amsterdam,Airdnd,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Amsterdam,Amsterdam Dining in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amsterdam,Bankjes Collectief,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
Amsterdam,BonAppetour,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Amsterdam,Bookalokal,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Amsterdam,Bubba,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Amsterdam,Bubbleclub,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
Amsterdam,City Plot,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
Amsterdam,De Groene Vinger,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
Amsterdam,EetClub,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
Amsterdam,Feastly,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Amsterdam,Food Coop Nord,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Amsterdam,Food Not Bombs,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Amsterdam,Food Sharing,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
Amsterdam,Instock,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
Amsterdam,Meal Sharing,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Amsterdam,MealDeal 020,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Amsterdam,Peerby,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Amsterdam,Seedy Penpal,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Amsterdam,Taste Before You Waste,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
Amsterdam,Thuisafgehaald,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0
Amsterdam,Tuntjedelen (Share Your Meal),1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
Amsterdam,Ubuntu stadstuin zuidoost,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
Amsterdam,Urban Herbology,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
Amsterdam,Urbania Hoeve,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
Amsterdam,VizEat,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Amsterdam,vokomokum,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Amsterdam,VoulezVousDîner,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Amsterdam,Wild Food,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Ann Arbor,Abundant Michigan,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Ann Arbor,Ann Arbor Area Plant and Seed Exchange,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
Ann Arbor,Ann Arbor Food not Bombs,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Ann Arbor,Ann Arbor Meals on Wheels,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Ann Arbor,Ann Arbor Reskilling,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Ann Arbor,Ann Arbor Soup,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
Ann Arbor,Anna Arbor Farm to School,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Ann Arbor,Cobblestone Farmers Market,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
Ann Arbor,Community Farm Ann Arbor,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Ann Arbor,Crop Mob,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Ann Arbor,Edible Cities,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Ann Arbor,Edible Schoolyard,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
Ann Arbor,Falling Fruit,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
Ann Arbor,Food Gatherers,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Ann Arbor,Food Not Lawns,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
Ann Arbor,Food Recovery Network at the University of Michigan,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Ann Arbor,Foraging Meetup Group,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
Ann Arbor,Growing Hope,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Ann Arbor,Harvest Kitchen,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Ann Arbor,Locavorious,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Ann Arbor,Maize and Blue Pantry,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Ann Arbor,Meal Sharing,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Ann Arbor,People’s Food Co-op,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
Ann Arbor,Preserving tradition,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
Ann Arbor,Project Grow,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Ann Arbor,Selma Cafe,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Ann Arbor,Student Food-Coop,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Ann Arbor,University of Michigan Dentistry,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Ann Arbor,University of Michigan Sustainable Food Program,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Ann Arbor,University of Michigan Sustainable Food Systems Initiative,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Ann Arbor,Vegan Michigan,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Ann Arbor,VizEat,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Ann Arbor,VoulezVousDîner,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Ann Arbor,Washentaw Food Hub,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Ann Arbor,Wild Food,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Asheville,Asheville Tool Library,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Asheville,Asheville Vegan Society,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
Asheville,Asheville-Buncombe Food Policy Council ABFPC,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Asheville,Black Mountain Recreation and Parks,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Asheville,Blind Pig Supper Club (the),1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Asheville,BonAppetour,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Asheville,Bookalokal,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Asheville,Bountiful Cities,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Asheville,Bounty and Soul,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
Asheville,Burton Street Community,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Asheville,Culinary Incubator,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Asheville,Downtown Welcome Table,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Asheville,Falconhurst Community Garden,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Asheville,Falling Fruit,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Asheville,Firebombs Cafe and Books,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
Asheville,Firefly gathering,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Asheville,Food not Bombs,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Asheville,French Broad Food Coop,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Asheville,George Washington Carver Edible Park,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
Asheville,Gleaning Network,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1
Asheville,Grace Covenant Community Garden,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Asheville,Growing Minds,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Asheville,Lord’s Acre,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
Asheville,Manna Food Bank,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Asheville,MoTHeR HeN's CHicKeN CLuB,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
Asheville,My Folia,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Asheville,Patchwork Urban Farming,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Asheville,Permaculture School,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Asheville,Pisgah View Community Peace Garden,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Asheville,Rhubarb,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Asheville,Share Asheville,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Asheville,Smoky Park Supper Club,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Asheville,Southern Exposure Seed Exchange,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Asheville,Trashwiki,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Asheville,Ujamaa Freedom Market,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Asheville,Villagers,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Asheville,VoulezVousDîner,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Asheville,Wild Abundance,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Asheville,Wild Food,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Athens,Bookalokal,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Athens,Composting in Greece,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
Athens,Cookisto,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Athens,Feastly,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Athens,Food Not Bombs,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Athens,Meal Sharing,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Athens,O A???? ???????? -O ALLOS ANTHROPOS (the Other Man),1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Athens,Options Food Lab,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Athens,"???????? (""APOSTOLI"", lit. ""Mission"")",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Athens,?????? -Desmos,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Athens,?????? ????????,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
Athens,???????? - Boroume (we can),1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
Athens,????? ?????????? - Horis Mesazontes (without middlemen),1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Athens,????? ?????????? ??????? - Horis Mesazontes Patisia,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Atlanta,Ample Harvest,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Atlanta,Atlanta Community Food Bank,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Atlanta,Atlanta Harvest,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0
Atlanta,Boulevard Food Co-Op,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
Atlanta,Campus Kitchens Project,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Atlanta,Center for Urban Agriculture,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,Community Farmers Markets,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,Community Grounds,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Atlanta,Concrete Jungle,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Atlanta,Crop Mob,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Atlanta,Culinary Incubator,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Atlanta,Dogwood Table,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta,Eat Right Atlanta,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Atlanta,Eat With,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Atlanta,Edible Schoolyard,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
Atlanta,Falling Fruit,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
Atlanta,Feastly,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Atlanta,Food Cowboy,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,Food Hub,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Atlanta,Food Not Bombs,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Atlanta,Food Recovery Network,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Atlanta,Food Swap by the Homestead Atlanta,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Atlanta,Food Well Alliance,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,Fresh Harvest,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Atlanta,Fresh Roots Farm,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Atlanta,Georgia Food Bank Association,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Atlanta,Georgia Organics,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,Gilliam's Community Garden,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,Good Sam Urban Farm,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Atlanta,Grant Park Community Garden,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,Homestead Atlanta,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Atlanta,Love Is Love Farm,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Atlanta,Malachi's Storehouse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Atlanta,Meal Sharing,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Atlanta,Metro Atlanta Urban Farm,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,Mushroom Club,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
Atlanta,Park Pridee,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
Atlanta,Patchwork City Farms,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Atlanta,People United for Change's Nutritional Centre,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,PREP,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Atlanta,Samaritan House of Altlanta Cafe 458,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
Atlanta,Second Helping Atlanta,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
Atlanta,Sevananda,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Atlanta,Society of St. Andrew - Gleaning Network Georgia,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
Atlanta,Truly Living Well,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,"Turnip Truck Georgia, The",1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Atlanta,Urban Garden Share Atlanta,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Atlanta,Urban Gardenshare,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
